iter	RMSE
211	9.637499043
212	9.636095253
213	9.634893164
214	9.633149548
215	9.631430983
216	9.629242822
217	9.627699983
218	9.625706386
219	9.623362245
220	9.622271947
221	9.620899976
222	9.618919825
223	9.617623003
224	9.616495528
225	9.615408638
226	9.614117123
227	9.612917192
228	9.610757981
229	9.60970726
230	9.608652207
231	9.607398901
232	9.605892025
233	9.60501028
234	9.603666909
235	9.602191184
236	9.600897221
237	9.599204623
238	9.598180718
239	9.597163729
240	9.595784889
241	9.594845726
242	9.593708412
243	9.592825506
244	9.591701526
245	9.590479909
246	9.588586962
247	9.587351685
248	9.586499808
249	9.584716757
250	9.583104734
251	9.581680535
252	9.580562116
253	9.579407854
254	9.578213705
255	9.577123245
256	9.576214196
257	9.575010683
258	9.573694442
259	9.572053655
260	9.570937996
261	9.569315725
262	9.567861796
263	9.566578967
264	9.56561523
265	9.564744928
266	9.563884526
267	9.56273884
268	9.561793761
269	9.560882522
270	9.559687777
271	9.558800188
272	9.557426913
273	9.556481695
274	9.555605677
275	9.553959242
276	9.552446497
277	9.551147715
278	9.550626993
279	9.549664003
280	9.548420831
281	9.54722495
282	9.545708087
283	9.544310507
284	9.54275051
285	9.54122822
286	9.539488401
287	9.538125309
288	9.536862327
289	9.535991778
290	9.534292337
291	9.53301529
292	9.532043541
293	9.530751498
294	9.529781639
295	9.528836738
296	9.528063618
297	9.527069072
298	9.526268196
299	9.525427927
300	9.52380457
301	9.522699928
302	9.521129761
303	9.520042767
304	9.518836048
305	9.51810457
306	9.51709577
307	9.516025956
308	9.514680315
309	9.513418363
310	9.512303168
311	9.511004982
312	9.510006061
313	9.509304253
314	9.508362079
315	9.507182521
316	9.506020566
317	9.504610056
318	9.503389555
319	9.502180609
320	9.501109297
321	9.499565481
322	9.498280611
323	9.497318367
324	9.496033012
325	9.494912264
326	9.493481788
327	9.492610904
328	9.491656131
329	9.490783519
330	9.489847881
331	9.488691696
332	9.488008496
333	9.486996066
334	9.486084776
335	9.484264028
336	9.483197155
337	9.481833928
338	9.480609773
339	9.479637007
340	9.478882352
341	9.478184079
342	9.476603083
343	9.47508943
344	9.474037422
345	9.472979355
346	9.471682021
347	9.470234036
348	9.469158891
349	9.468336779
350	9.467737829
351	9.466393933
352	9.465172254
353	9.46381587
354	9.462894846
355	9.461960325
356	9.460790677
357	9.460067236
358	9.459196315
359	9.458079726
360	9.457365757
361	9.455810215
362	9.454755618
363	9.453935766
364	9.453210466
365	9.452816173
366	9.451870199
367	9.450370564
368	9.449593729
369	9.448414321
370	9.447748018
371	9.446633437
372	9.44569082
373	9.445244118
374	9.444265398
375	9.442555092
376	9.441475651
377	9.439937935
378	9.439083923
379	9.43816518
380	9.437576834
381	9.436641052
382	9.434835455
383	9.433559412
384	9.432210882
385	9.431171408
386	9.430278832
387	9.43002547
388	9.42910522
389	9.428245768
390	9.427019031
391	9.425971774
392	9.4249464
393	9.423385908
394	9.422621506
395	9.421643362
396	9.420943345
397	9.419499246
398	9.41856673
399	9.41791578
400	9.41700259
401	9.416040823
402	9.415344525
403	9.414236384
404	9.41219777
405	9.41129764
406	9.410223229
407	9.408990893
408	9.408283717
409	9.406948119
410	9.40619757
411	9.405156277
412	9.404535259
413	9.403481356
414	9.402734392
415	9.401720714
416	9.400877778
417	9.400157747
418	9.398954565
419	9.398053564
420	9.397071381
421	9.396180928
422	9.395232438
423	9.394621181
424	9.393869204
425	9.392638986
426	9.391661458
427	9.39009334
428	9.389393229
429	9.388228324
430	9.387467884
431	9.386361015
432	9.385781311
433	9.384639894
434	9.383647167
435	9.3823977
436	9.381152747
437	9.380285505
438	9.379114782
439	9.378148974
440	9.377377443
441	9.37630174
442	9.375260035
443	9.374675182
444	9.373223846
445	9.372413745
446	9.371670206
447	9.370262056
448	9.369341255
449	9.368105459
450	9.367390346
451	9.366182165
452	9.365265299
453	9.363530321
454	9.362643666
455	9.361712201
456	9.361257888
457	9.360405973
458	9.359120198
459	9.358483027
460	9.357031792
461	9.356069886
462	9.354922196
463	9.353940053
464	9.353020563
465	9.352138121
466	9.351172321
467	9.350429184
468	9.349287859
469	9.3479684
470	9.346810308
471	9.345918128
472	9.345145187
473	9.344465332
474	9.343406935
475	9.342520137
476	9.340968629
477	9.340307692
478	9.339437461
479	9.33809895
480	9.336946472
481	9.335900212
482	9.334982728
483	9.334066046
484	9.332813951
485	9.331481687
486	9.330450659
487	9.32979383
488	9.328136085
489	9.327388115
490	9.326467601
491	9.325650618
492	9.325049991
493	9.323997916
494	9.322953247
495	9.322404332
496	9.321273491
497	9.320020037
498	9.318847287
499	9.317245704
500	9.315667555
501	9.31498356
502	9.314532753
503	9.313696354
504	9.312656611
505	9.311849107
506	9.310846019
507	9.309797258
508	9.308714016
509	9.307539233
510	9.306445879
511	9.305169516
512	9.304489568
513	9.30335118
514	9.30245246
515	9.301532452
516	9.299806549
517	9.29886776
518	9.298204127
519	9.297185044
520	9.296380509
521	9.295695815
522	9.294552112
523	9.293487312
524	9.292734748
525	9.292013037
526	9.291197469
527	9.289859667
528	9.288626522
529	9.287949014
530	9.286884542
531	9.286266398
532	9.284912544
533	9.284010429
534	9.282889989
535	9.281589988
536	9.280296296
537	9.279588377
538	9.278882064
539	9.277865283
540	9.277304873
541	9.276388894
542	9.275429553
543	9.274276114
544	9.272985065
545	9.272361574
546	9.27133314
547	9.270044271
548	9.268806103
549	9.267520537
550	9.266553074
551	9.265434041
552	9.26494378
553	9.263890857
554	9.262673771
555	9.261864398
556	9.260711303
557	9.259717534
558	9.258608527
559	9.257437411
560	9.256081543
561	9.255210083
562	9.254163543
563	9.253019318
564	9.252102961
565	9.251056598
566	9.250010894
567	9.24950745
568	9.248223676
569	9.247331819
570	9.245983941
571	9.244662211
572	9.244034757
573	9.243095974
574	9.242130838
575	9.241120968
576	9.240133231
577	9.239221744
578	9.238249337
579	9.237232561
580	9.236224143
581	9.235095009
582	9.233971803
583	9.233543317
584	9.232167597
585	9.231512839
586	9.230591149
587	9.229469357
588	9.228465616
589	9.227663159
590	9.226703882
591	9.225736021
592	9.224476565
593	9.223792188
594	9.222831585
595	9.221849344
596	9.220870886
597	9.219879258
598	9.218798568
599	9.218009248
600	9.217187074
601	9.216504122
602	9.215858767
603	9.214694679
604	9.213316744
605	9.21225276
606	9.211202631
607	9.20969794
608	9.208515447
609	9.207483327
610	9.20644682
611	9.205607454
612	9.204655358
613	9.203446624
614	9.202284593
615	9.200921509
616	9.199992465
617	9.198794975
618	9.198318488
619	9.196931792
620	9.196173311
621	9.195354565
622	9.194453619
623	9.193071307
624	9.192109111
625	9.191175043
626	9.190577806
627	9.189361988
628	9.188107623
629	9.187492745
630	9.186698964
631	9.185839541
632	9.185025121
633	9.184053743
634	9.183107497
635	9.182293098
636	9.181384333
637	9.180372528
638	9.179820735
639	9.178938654
640	9.178162191
641	9.177440696
642	9.176623136
643	9.175793063
644	9.174400494
645	9.173409187
646	9.171980075
647	9.171090326
648	9.169869942
649	9.168356949
650	9.167147406
651	9.165910384
652	9.164969573
653	9.164299346
654	9.163537313
655	9.162249101
656	9.161515066
657	9.160585694
658	9.159868718
659	9.159142052
660	9.158454838
661	9.157240064
662	9.156714764
663	9.156104167
664	9.155669777
665	9.154580728
666	9.153272635
667	9.152620336
668	9.151644625
669	9.150958405
670	9.150010132
671	9.149351109
672	9.148310349
673	9.147506662
674	9.146901981
675	9.146273507
676	9.14512364
677	9.143890967
