OrgCode,OrgName,Procedure,Measure,Modelled_Records_2011,Modelled_Records_2012,Modelled_Records_2013,Modelled_Records_2014,Modelled_Records_2015,Modelled_Records_2016,Modelled_Records_2017,Adjusted_Health_Gain_2011,Adjusted_Health_Gain_2012,Adjusted_Health_Gain_2013,Adjusted_Health_Gain_2014,Adjusted_Health_Gain_2015,Adjusted_Health_Gain_2016,Adjusted_Health_Gain_2017,Outlier_2011,Outlier_2012,Outlier_2013,Outlier_2014,Outlier_2015,Outlier_2016,Outlier_2017
ADP02,KIMS HOSPITAL (NEWNHAM COURT),Hip Replacement Primary,EQ VAS,0,0,0,0,16,82,145,-,-,-,-,-,14.526,17.283,No procedures,No procedures,No procedures,No procedures,Insufficient records,Not an outlier,Positive outlier (95%)
ADP02,KIMS HOSPITAL (NEWNHAM COURT),Hip Replacement Revision,EQ VAS,0,0,0,0,0,*,*,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records,Insufficient records
ADP02,KIMS HOSPITAL (NEWNHAM COURT),Knee Replacement Primary,EQ VAS,0,0,0,0,21,126,200,-,-,-,-,-,7.549,10.606,No procedures,No procedures,No procedures,No procedures,Insufficient records,Not an outlier,Positive outlier (95%)
ADP02,KIMS HOSPITAL (NEWNHAM COURT),Knee Replacement Revision,EQ VAS,0,0,0,0,*,3,5,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records
ADP02,KIMS HOSPITAL (NEWNHAM COURT),Total Hip Replacement,EQ VAS,0,0,0,0,16,82,145,-,-,-,-,-,13.52,16.307,No procedures,No procedures,No procedures,No procedures,Insufficient records,Not an outlier,Not an outlier
ADP02,KIMS HOSPITAL (NEWNHAM COURT),Total Knee Replacement,EQ VAS,0,0,0,0,21,129,205,-,-,-,-,-,7.651,9.973,No procedures,No procedures,No procedures,No procedures,Insufficient records,Not an outlier,Not an outlier
ADP02,KIMS HOSPITAL (NEWNHAM COURT),Hip Replacement Primary,EQ-5D Index,0,0,0,0,16,86,157,-,-,-,-,-,0.48,0.508,No procedures,No procedures,No procedures,No procedures,Insufficient records,Not an outlier,Positive outlier (95%)
ADP02,KIMS HOSPITAL (NEWNHAM COURT),Hip Replacement Revision,EQ-5D Index,0,0,0,0,0,*,*,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records,Insufficient records
ADP02,KIMS HOSPITAL (NEWNHAM COURT),Knee Replacement Primary,EQ-5D Index,0,0,0,0,19,149,213,-,-,-,-,-,0.335,0.347,No procedures,No procedures,No procedures,No procedures,Insufficient records,Not an outlier,Not an outlier
ADP02,KIMS HOSPITAL (NEWNHAM COURT),Knee Replacement Revision,EQ-5D Index,0,0,0,0,*,4,5,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records
ADP02,KIMS HOSPITAL (NEWNHAM COURT),Total Hip Replacement,EQ-5D Index,0,0,0,0,16,86,157,-,-,-,-,-,0.464,0.487,No procedures,No procedures,No procedures,No procedures,Insufficient records,Not an outlier,Not an outlier
ADP02,KIMS HOSPITAL (NEWNHAM COURT),Total Knee Replacement,EQ-5D Index,0,0,0,0,19,153,218,-,-,-,-,-,0.334,0.346,No procedures,No procedures,No procedures,No procedures,Insufficient records,Not an outlier,Not an outlier
ADP02,KIMS HOSPITAL (NEWNHAM COURT),Hip Replacement Primary,Oxford Hip Score,0,0,0,0,17,97,174,-,-,-,-,-,22.435,24.433,No procedures,No procedures,No procedures,No procedures,Insufficient records,Not an outlier,Positive outlier (95%)
ADP02,KIMS HOSPITAL (NEWNHAM COURT),Hip Replacement Revision,Oxford Hip Score,0,0,0,0,0,*,*,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records,Insufficient records
ADP02,KIMS HOSPITAL (NEWNHAM COURT),Total Hip Replacement,Oxford Hip Score,0,0,0,0,17,97,174,-,-,-,-,-,20.511,22.722,No procedures,No procedures,No procedures,No procedures,Insufficient records,Not an outlier,Not an outlier
ADP02,KIMS HOSPITAL (NEWNHAM COURT),Knee Replacement Primary,Oxford Knee Score,0,0,0,0,21,156,225,-,-,-,-,-,17.222,17.819,No procedures,No procedures,No procedures,No procedures,Insufficient records,Not an outlier,Not an outlier
ADP02,KIMS HOSPITAL (NEWNHAM COURT),Knee Replacement Revision,Oxford Knee Score,0,0,0,0,*,5,5,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records
ADP02,KIMS HOSPITAL (NEWNHAM COURT),Total Knee Replacement,Oxford Knee Score,0,0,0,0,21,161,230,-,-,-,-,-,17.042,17.754,No procedures,No procedures,No procedures,No procedures,Insufficient records,Not an outlier,Not an outlier
AHH,FOSCOTE COURT (BANBURY) TRUST LTD,Hip Replacement Primary,EQ VAS,0,0,0,*,15,19,17,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records
AHH,FOSCOTE COURT (BANBURY) TRUST LTD,Knee Replacement Primary,EQ VAS,0,0,0,8,15,16,27,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records
AHH,FOSCOTE COURT (BANBURY) TRUST LTD,Total Hip Replacement,EQ VAS,0,0,0,*,15,19,17,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records
AHH,FOSCOTE COURT (BANBURY) TRUST LTD,Total Knee Replacement,EQ VAS,0,0,0,8,16,16,27,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records
AHH,FOSCOTE COURT (BANBURY) TRUST LTD,Hip Replacement Primary,EQ-5D Index,0,0,0,*,17,20,17,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records
AHH,FOSCOTE COURT (BANBURY) TRUST LTD,Knee Replacement Primary,EQ-5D Index,0,0,0,7,16,21,27,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records
AHH,FOSCOTE COURT (BANBURY) TRUST LTD,Total Hip Replacement,EQ-5D Index,0,0,0,*,17,20,17,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records
AHH,FOSCOTE COURT (BANBURY) TRUST LTD,Total Knee Replacement,EQ-5D Index,0,0,0,7,17,21,27,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records
AHH,FOSCOTE COURT (BANBURY) TRUST LTD,Hip Replacement Primary,Oxford Hip Score,0,0,0,*,17,23,18,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records
AHH,FOSCOTE COURT (BANBURY) TRUST LTD,Total Hip Replacement,Oxford Hip Score,0,0,0,*,17,23,18,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records
AHH,FOSCOTE COURT (BANBURY) TRUST LTD,Knee Replacement Primary,Oxford Knee Score,0,0,0,7,18,23,29,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records
AHH,FOSCOTE COURT (BANBURY) TRUST LTD,Total Knee Replacement,Oxford Knee Score,0,0,0,7,19,23,29,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records
England,England,Hip Replacement Primary,EQ VAS,0,30730,35716,36431,35122,36236,31975,-,11.634,11.462,11.973,12.404,13.457,14.23,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
England,England,Hip Replacement Revision,EQ VAS,0,2629,2594,2298,2048,1949,1816,-,4.906,5.179,5.228,6.279,7.187,7.654,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
England,England,Knee Replacement Primary,EQ VAS,0,33325,36850,38856,38489,39244,38115,-,5.191,5.586,5.761,6.222,7.016,8.28,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
England,England,Knee Replacement Revision,EQ VAS,0,1684,1720,1554,1533,1483,1495,-,2.154,1.994,2.072,2.134,3.599,4.892,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
England,England,Total Hip Replacement,EQ VAS,34920,33359,38310,38729,37170,38185,33791,9.964,11.104,11.036,11.573,12.067,13.137,13.877,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
England,England,Total Knee Replacement,EQ VAS,36675,35009,38570,40410,40022,40727,39610,4.472,5.045,5.426,5.619,6.065,6.892,8.153,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
England,England,Hip Replacement Primary,EQ-5D Index,0,31984,37329,38284,36603,37742,33399,-,0.438,0.436,0.436,0.438,0.445,0.468,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
England,England,Hip Replacement Revision,EQ-5D Index,0,2700,2750,2423,2119,2003,1870,-,0.27,0.26,0.277,0.283,0.29,0.289,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
England,England,Knee Replacement Primary,EQ-5D Index,0,34777,39071,41028,40306,41113,39716,-,0.318,0.323,0.315,0.32,0.325,0.338,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
England,England,Knee Replacement Revision,EQ-5D Index,0,1754,1807,1628,1587,1563,1553,-,0.251,0.248,0.261,0.258,0.273,0.292,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
England,England,Total Hip Replacement,EQ-5D Index,35913,34684,40079,40707,38722,39745,35269,0.416,0.425,0.424,0.427,0.43,0.437,0.458,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
England,England,Total Knee Replacement,EQ-5D Index,37757,36531,40878,42656,41893,42676,41269,0.302,0.315,0.319,0.313,0.318,0.323,0.337,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
England,England,Hip Replacement Primary,Oxford Hip Score,0,35067,39928,41343,39565,40724,36000,-,21.299,21.38,21.443,21.607,21.8,22.68,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
England,England,Hip Replacement Revision,Oxford Hip Score,0,2961,2929,2657,2290,2162,2036,-,12.688,12.251,12.751,13.206,13.512,13.901,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
England,England,Total Hip Replacement,Oxford Hip Score,39899,38028,42857,44000,41855,42886,38036,20.077,20.628,20.757,20.918,21.147,21.382,22.21,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
England,England,Knee Replacement Primary,Oxford Knee Score,0,38250,42066,44221,43564,44432,42276,-,15.996,16.273,16.116,16.365,16.546,17.259,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
England,England,Knee Replacement Revision,Oxford Knee Score,0,1907,1941,1765,1725,1689,1665,-,11.201,11.44,12.314,11.98,12.346,13.124,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
England,England,Total Knee Replacement,Oxford Knee Score,41252,40157,44007,45986,45289,46121,43941,15.148,15.769,16.06,15.97,16.198,16.392,17.102,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NN401,TYNESIDE SURGICAL SERVICES,Hip Replacement Primary,EQ VAS,0,*,9,9,4,12,9,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NN401,TYNESIDE SURGICAL SERVICES,Knee Replacement Primary,EQ VAS,0,*,11,9,5,10,7,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NN401,TYNESIDE SURGICAL SERVICES,Total Hip Replacement,EQ VAS,0,*,9,9,4,12,9,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NN401,TYNESIDE SURGICAL SERVICES,Total Knee Replacement,EQ VAS,0,*,11,9,5,10,7,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NN401,TYNESIDE SURGICAL SERVICES,Hip Replacement Primary,EQ-5D Index,0,*,9,9,5,13,6,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NN401,TYNESIDE SURGICAL SERVICES,Knee Replacement Primary,EQ-5D Index,0,*,12,9,6,11,7,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NN401,TYNESIDE SURGICAL SERVICES,Total Hip Replacement,EQ-5D Index,0,*,9,9,5,13,6,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NN401,TYNESIDE SURGICAL SERVICES,Total Knee Replacement,EQ-5D Index,0,*,12,9,6,11,7,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NN401,TYNESIDE SURGICAL SERVICES,Hip Replacement Primary,Oxford Hip Score,0,*,9,11,5,13,10,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NN401,TYNESIDE SURGICAL SERVICES,Total Hip Replacement,Oxford Hip Score,0,*,9,11,5,14,10,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NN401,TYNESIDE SURGICAL SERVICES,Knee Replacement Primary,Oxford Knee Score,0,*,11,10,6,12,7,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NN401,TYNESIDE SURGICAL SERVICES,Total Knee Replacement,Oxford Knee Score,0,*,11,10,6,12,7,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NN501,TRAFFORD GENERAL HOSPITAL,Hip Replacement Primary,EQ VAS,0,0,0,0,0,-,2,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NN501,TRAFFORD GENERAL HOSPITAL,Knee Replacement Primary,EQ VAS,0,0,0,0,0,-,4,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NN501,TRAFFORD GENERAL HOSPITAL,Total Hip Replacement,EQ VAS,0,0,0,0,0,-,2,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NN501,TRAFFORD GENERAL HOSPITAL,Total Knee Replacement,EQ VAS,0,0,0,0,0,-,4,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NN501,TRAFFORD GENERAL HOSPITAL,Hip Replacement Primary,EQ-5D Index,0,0,0,0,0,-,2,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NN501,TRAFFORD GENERAL HOSPITAL,Knee Replacement Primary,EQ-5D Index,0,0,0,0,0,-,4,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NN501,TRAFFORD GENERAL HOSPITAL,Total Hip Replacement,EQ-5D Index,0,0,0,0,0,-,2,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NN501,TRAFFORD GENERAL HOSPITAL,Total Knee Replacement,EQ-5D Index,0,0,0,0,0,-,4,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NN501,TRAFFORD GENERAL HOSPITAL,Hip Replacement Primary,Oxford Hip Score,0,0,0,0,0,-,2,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NN501,TRAFFORD GENERAL HOSPITAL,Total Hip Replacement,Oxford Hip Score,0,0,0,0,0,-,2,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NN501,TRAFFORD GENERAL HOSPITAL,Knee Replacement Primary,Oxford Knee Score,0,0,0,0,0,-,4,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NN501,TRAFFORD GENERAL HOSPITAL,Total Knee Replacement,Oxford Knee Score,0,0,0,0,0,-,4,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NN801,THE SPENCER WING (RAMSGATE ROAD),Hip Replacement Primary,EQ VAS,0,*,8,16,6,21,47,-,-,-,-,-,-,13.999,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Not an outlier
NN801,THE SPENCER WING (RAMSGATE ROAD),Knee Replacement Primary,EQ VAS,0,8,19,23,24,25,33,-,-,-,-,-,-,7.613,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Not an outlier
NN801,THE SPENCER WING (RAMSGATE ROAD),Knee Replacement Revision,EQ VAS,0,0,0,0,0,-,*,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NN801,THE SPENCER WING (RAMSGATE ROAD),Total Hip Replacement,EQ VAS,0,*,8,16,6,21,47,-,-,-,-,-,-,13.397,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Not an outlier
NN801,THE SPENCER WING (RAMSGATE ROAD),Total Knee Replacement,EQ VAS,0,8,19,23,24,25,33,-,-,-,-,-,-,6.876,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Not an outlier
NN801,THE SPENCER WING (RAMSGATE ROAD),Hip Replacement Primary,EQ-5D Index,0,*,9,15,6,25,49,-,-,-,-,-,-,0.395,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Negative outlier (95%)
NN801,THE SPENCER WING (RAMSGATE ROAD),Knee Replacement Primary,EQ-5D Index,0,10,19,24,22,31,35,-,-,-,-,-,0.242,0.262,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Negative outlier (95%),Negative outlier (95%)
NN801,THE SPENCER WING (RAMSGATE ROAD),Knee Replacement Revision,EQ-5D Index,0,0,0,0,0,-,*,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NN801,THE SPENCER WING (RAMSGATE ROAD),Total Hip Replacement,EQ-5D Index,0,*,9,15,6,25,49,-,-,-,-,-,-,0.374,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Negative outlier (95%)
NN801,THE SPENCER WING (RAMSGATE ROAD),Total Knee Replacement,EQ-5D Index,0,10,19,24,22,31,35,-,-,-,-,-,0.237,0.256,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Negative outlier (95%),Negative outlier (95%)
NN801,THE SPENCER WING (RAMSGATE ROAD),Hip Replacement Primary,Oxford Hip Score,0,*,9,19,6,24,52,-,-,-,-,-,-,20.606,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Not an outlier
NN801,THE SPENCER WING (RAMSGATE ROAD),Total Hip Replacement,Oxford Hip Score,0,*,9,19,6,24,52,-,-,-,-,-,-,19.739,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Negative outlier (95%)
NN801,THE SPENCER WING (RAMSGATE ROAD),Knee Replacement Primary,Oxford Knee Score,0,10,19,27,27,33,37,-,-,-,-,-,14.254,14.511,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Not an outlier,Negative outlier (95%)
NN801,THE SPENCER WING (RAMSGATE ROAD),Knee Replacement Revision,Oxford Knee Score,0,0,0,0,0,-,*,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NN801,THE SPENCER WING (RAMSGATE ROAD),Total Knee Replacement,Oxford Knee Score,0,10,19,27,27,33,37,-,-,-,-,-,14.212,13.86,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Not an outlier,Negative outlier (95%)
NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,Hip Replacement Primary,EQ VAS,0,0,0,0,0,-,11,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,Hip Replacement Revision,EQ VAS,0,0,0,0,0,-,*,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,Knee Replacement Primary,EQ VAS,0,0,0,0,0,-,10,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,Total Hip Replacement,EQ VAS,0,0,0,0,0,-,11,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,Total Knee Replacement,EQ VAS,0,0,0,0,0,-,10,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,Hip Replacement Primary,EQ-5D Index,0,0,0,0,0,-,12,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,Hip Replacement Revision,EQ-5D Index,0,0,0,0,0,-,*,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,Knee Replacement Primary,EQ-5D Index,0,0,0,0,0,-,10,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,Total Hip Replacement,EQ-5D Index,0,0,0,0,0,-,12,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,Total Knee Replacement,EQ-5D Index,0,0,0,0,0,-,10,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,Hip Replacement Primary,Oxford Hip Score,0,0,0,0,0,-,15,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,Hip Replacement Revision,Oxford Hip Score,0,0,0,0,0,-,*,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,Total Hip Replacement,Oxford Hip Score,0,0,0,0,0,-,15,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,Knee Replacement Primary,Oxford Knee Score,0,0,0,0,0,-,10,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,Total Knee Replacement,Oxford Knee Score,0,0,0,0,0,-,10,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",Hip Replacement Primary,EQ VAS,0,0,0,0,0,15,25,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records,Insufficient records
NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",Knee Replacement Primary,EQ VAS,0,0,0,0,0,16,20,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records,Insufficient records
NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",Total Hip Replacement,EQ VAS,0,0,0,0,0,15,25,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records,Insufficient records
NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",Total Knee Replacement,EQ VAS,0,0,0,0,0,16,20,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records,Insufficient records
NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",Hip Replacement Primary,EQ-5D Index,0,0,0,0,0,15,25,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records,Insufficient records
NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",Knee Replacement Primary,EQ-5D Index,0,0,0,0,0,17,19,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records,Insufficient records
NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",Total Hip Replacement,EQ-5D Index,0,0,0,0,0,15,25,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records,Insufficient records
NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",Total Knee Replacement,EQ-5D Index,0,0,0,0,0,17,19,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records,Insufficient records
NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",Hip Replacement Primary,Oxford Hip Score,0,0,0,0,0,16,28,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records,Insufficient records
NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",Total Hip Replacement,Oxford Hip Score,0,0,0,0,0,16,28,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records,Insufficient records
NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",Knee Replacement Primary,Oxford Knee Score,0,0,0,0,0,18,21,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records,Insufficient records
NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",Total Knee Replacement,Oxford Knee Score,0,0,0,0,0,18,21,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records,Insufficient records
NT204,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",Hip Replacement Primary,EQ VAS,0,22,64,66,58,69,43,-,-,9.202,12.027,11.401,14.429,16.86,No procedures,Insufficient records,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
