OrgCode,OrgName,Procedure,Measure,Modelled_Records_2011,Modelled_Records_2012,Modelled_Records_2013,Modelled_Records_2014,Modelled_Records_2015,Modelled_Records_2016,Modelled_Records_2017,Adjusted_Health_Gain_2011,Adjusted_Health_Gain_2012,Adjusted_Health_Gain_2013,Adjusted_Health_Gain_2014,Adjusted_Health_Gain_2015,Adjusted_Health_Gain_2016,Adjusted_Health_Gain_2017,Outlier_2011,Outlier_2012,Outlier_2013,Outlier_2014,Outlier_2015,Outlier_2016,Outlier_2017
NT408,BMI - THE CHAUCER HOSPITAL,Hip Replacement Primary,EQ VAS,0,*,14,16,7,16,6,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT408,BMI - THE CHAUCER HOSPITAL,Knee Replacement Primary,EQ VAS,0,0,8,9,10,11,30,-,-,-,-,-,-,11.541,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Not an outlier
NT408,BMI - THE CHAUCER HOSPITAL,Knee Replacement Revision,EQ VAS,0,0,0,0,0,-,*,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NT408,BMI - THE CHAUCER HOSPITAL,Total Hip Replacement,EQ VAS,*,*,14,16,7,16,6,-,-,-,-,-,-,-,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT408,BMI - THE CHAUCER HOSPITAL,Total Knee Replacement,EQ VAS,*,0,8,9,10,11,30,-,-,-,-,-,-,11.405,Insufficient records,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Not an outlier
NT408,BMI - THE CHAUCER HOSPITAL,Hip Replacement Primary,EQ-5D Index,0,*,14,14,8,17,7,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT408,BMI - THE CHAUCER HOSPITAL,Knee Replacement Primary,EQ-5D Index,0,0,7,10,10,10,31,-,-,-,-,-,-,0.399,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Not an outlier
NT408,BMI - THE CHAUCER HOSPITAL,Knee Replacement Revision,EQ-5D Index,0,0,0,0,0,-,*,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NT408,BMI - THE CHAUCER HOSPITAL,Total Hip Replacement,EQ-5D Index,*,*,14,14,8,17,7,-,-,-,-,-,-,-,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT408,BMI - THE CHAUCER HOSPITAL,Total Knee Replacement,EQ-5D Index,*,0,7,10,10,10,31,-,-,-,-,-,-,0.391,Insufficient records,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Not an outlier
NT408,BMI - THE CHAUCER HOSPITAL,Hip Replacement Primary,Oxford Hip Score,0,*,15,16,8,19,7,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT408,BMI - THE CHAUCER HOSPITAL,Total Hip Replacement,Oxford Hip Score,6,*,15,16,8,19,7,-,-,-,-,-,-,-,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT408,BMI - THE CHAUCER HOSPITAL,Knee Replacement Primary,Oxford Knee Score,0,0,8,10,10,10,32,-,-,-,-,-,-,17.826,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Not an outlier
NT408,BMI - THE CHAUCER HOSPITAL,Knee Replacement Revision,Oxford Knee Score,0,0,0,0,0,-,*,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NT408,BMI - THE CHAUCER HOSPITAL,Total Knee Replacement,Oxford Knee Score,*,0,8,10,10,10,32,-,-,-,-,-,-,17.732,Insufficient records,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Not an outlier
NT409,BMI - CHELSFIELD PARK HOSPITAL,Hip Replacement Primary,EQ VAS,0,15,8,12,5,8,8,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT409,BMI - CHELSFIELD PARK HOSPITAL,Knee Replacement Primary,EQ VAS,0,10,17,16,10,6,12,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT409,BMI - CHELSFIELD PARK HOSPITAL,Total Hip Replacement,EQ VAS,0,15,8,12,5,8,8,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT409,BMI - CHELSFIELD PARK HOSPITAL,Total Knee Replacement,EQ VAS,0,10,17,16,10,6,12,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT409,BMI - CHELSFIELD PARK HOSPITAL,Hip Replacement Primary,EQ-5D Index,0,15,10,12,5,8,8,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT409,BMI - CHELSFIELD PARK HOSPITAL,Knee Replacement Primary,EQ-5D Index,0,11,19,17,13,7,12,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT409,BMI - CHELSFIELD PARK HOSPITAL,Total Hip Replacement,EQ-5D Index,0,15,10,12,5,8,8,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT409,BMI - CHELSFIELD PARK HOSPITAL,Total Knee Replacement,EQ-5D Index,0,11,19,17,13,7,12,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT409,BMI - CHELSFIELD PARK HOSPITAL,Hip Replacement Primary,Oxford Hip Score,0,17,11,14,5,8,8,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT409,BMI - CHELSFIELD PARK HOSPITAL,Total Hip Replacement,Oxford Hip Score,0,17,11,14,5,8,8,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT409,BMI - CHELSFIELD PARK HOSPITAL,Knee Replacement Primary,Oxford Knee Score,0,12,21,19,14,7,12,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT409,BMI - CHELSFIELD PARK HOSPITAL,Total Knee Replacement,Oxford Knee Score,0,12,21,19,14,7,12,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT410,BMI - THE CHILTERN HOSPITAL,Hip Replacement Primary,EQ VAS,0,36,59,42,56,63,69,-,10.364,14.572,12.747,11.852,18.28,17.478,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Positive outlier (95%),Not an outlier
NT410,BMI - THE CHILTERN HOSPITAL,Hip Replacement Revision,EQ VAS,0,0,0,0,0,*,*,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records,Insufficient records
NT410,BMI - THE CHILTERN HOSPITAL,Knee Replacement Primary,EQ VAS,0,37,50,72,52,56,73,-,7.141,5.885,8.058,7.619,6.115,11.048,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT410,BMI - THE CHILTERN HOSPITAL,Total Hip Replacement,EQ VAS,56,36,59,43,56,63,69,11.164,10.396,13.766,11.764,11.197,17.686,16.95,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Positive outlier (95%),Not an outlier
NT410,BMI - THE CHILTERN HOSPITAL,Total Knee Replacement,EQ VAS,51,37,52,74,52,60,73,3.982,6.745,4.829,7.49,6.852,6.543,10.087,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT410,BMI - THE CHILTERN HOSPITAL,Hip Replacement Primary,EQ-5D Index,0,39,62,47,61,57,74,-,0.458,0.484,0.467,0.468,0.499,0.516,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT410,BMI - THE CHILTERN HOSPITAL,Hip Replacement Revision,EQ-5D Index,0,0,0,0,0,*,*,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records,Insufficient records
NT410,BMI - THE CHILTERN HOSPITAL,Knee Replacement Primary,EQ-5D Index,0,39,53,82,58,61,75,-,0.389,0.303,0.334,0.309,0.372,0.399,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Positive outlier (95%)
NT410,BMI - THE CHILTERN HOSPITAL,Total Hip Replacement,EQ-5D Index,58,39,62,49,61,57,74,0.398,0.454,0.469,0.454,0.457,0.488,0.493,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT410,BMI - THE CHILTERN HOSPITAL,Total Knee Replacement,EQ-5D Index,53,40,55,83,58,64,75,0.301,0.387,0.307,0.329,0.3,0.37,0.391,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Positive outlier (95%)
NT410,BMI - THE CHILTERN HOSPITAL,Hip Replacement Primary,Oxford Hip Score,0,40,68,50,67,66,76,-,22.343,22.935,22.929,22.564,22.164,23.685,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT410,BMI - THE CHILTERN HOSPITAL,Hip Replacement Revision,Oxford Hip Score,0,0,0,0,0,*,*,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records,Insufficient records
NT410,BMI - THE CHILTERN HOSPITAL,Total Hip Replacement,Oxford Hip Score,59,40,68,52,67,66,76,21.198,22.288,22.281,22.025,21.659,20.899,22.889,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT410,BMI - THE CHILTERN HOSPITAL,Knee Replacement Primary,Oxford Knee Score,0,44,59,85,65,65,81,-,18.288,16.295,15.726,15.826,18.886,18.433,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Positive outlier (95%),Not an outlier
NT410,BMI - THE CHILTERN HOSPITAL,Total Knee Replacement,Oxford Knee Score,52,45,61,87,65,69,81,16.025,18.25,16.061,15.605,15.497,19.247,18.237,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Positive outlier (95%),Not an outlier
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,Hip Replacement Primary,EQ VAS,0,6,13,17,9,15,6,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,Hip Replacement Revision,EQ VAS,0,0,0,0,0,-,*,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,Knee Replacement Primary,EQ VAS,0,28,24,39,28,45,16,-,-,-,9.04,-,6.159,-,No procedures,Insufficient records,Insufficient records,Not an outlier,Insufficient records,Not an outlier,Insufficient records
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,Knee Replacement Revision,EQ VAS,0,0,0,0,0,-,*,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,Total Hip Replacement,EQ VAS,14,6,13,17,9,15,6,-,-,-,-,-,-,-,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,Total Knee Replacement,EQ VAS,38,28,24,39,28,45,16,0.272,-,-,8.692,-,5.83,-,Not an outlier,Insufficient records,Insufficient records,Not an outlier,Insufficient records,Not an outlier,Insufficient records
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,Hip Replacement Primary,EQ-5D Index,0,8,16,16,8,15,11,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,Hip Replacement Revision,EQ-5D Index,0,0,0,0,0,-,*,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,Knee Replacement Primary,EQ-5D Index,0,29,28,45,31,47,19,-,-,-,0.318,0.291,0.309,-,No procedures,Insufficient records,Insufficient records,Not an outlier,Not an outlier,Not an outlier,Insufficient records
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,Knee Replacement Revision,EQ-5D Index,0,0,0,0,0,-,*,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,Total Hip Replacement,EQ-5D Index,13,8,16,16,8,15,11,-,-,-,-,-,-,-,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,Total Knee Replacement,EQ-5D Index,43,29,28,45,31,47,19,0.252,-,-,0.314,0.281,0.308,-,Not an outlier,Insufficient records,Insufficient records,Not an outlier,Not an outlier,Not an outlier,Insufficient records
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,Hip Replacement Primary,Oxford Hip Score,0,8,13,15,11,18,13,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,Hip Replacement Revision,Oxford Hip Score,0,0,0,0,0,-,*,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,Total Hip Replacement,Oxford Hip Score,17,8,13,15,11,18,13,-,-,-,-,-,-,-,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,Knee Replacement Primary,Oxford Knee Score,0,32,30,49,34,55,22,-,14.745,14.351,15.253,15.816,14.923,-,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Insufficient records
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,Knee Replacement Revision,Oxford Knee Score,0,0,0,0,0,-,*,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,Total Knee Replacement,Oxford Knee Score,49,32,30,49,34,55,22,12.305,14.526,14.15,15.128,15.528,14.852,-,Negative outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Insufficient records
NT412,BMI - THE DROITWICH SPA HOSPITAL,Hip Replacement Primary,EQ VAS,0,51,41,55,73,96,43,-,13.456,13.445,12.583,11.871,11.91,16.594,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT412,BMI - THE DROITWICH SPA HOSPITAL,Hip Replacement Revision,EQ VAS,0,0,0,0,0,-,*,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NT412,BMI - THE DROITWICH SPA HOSPITAL,Knee Replacement Primary,EQ VAS,0,59,66,88,88,132,57,-,7.847,5.881,7.326,9.517,7.753,9.227,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT412,BMI - THE DROITWICH SPA HOSPITAL,Knee Replacement Revision,EQ VAS,0,*,*,*,*,4,*,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT412,BMI - THE DROITWICH SPA HOSPITAL,Total Hip Replacement,EQ VAS,57,52,41,55,73,96,43,10.063,12.871,12.599,11.749,11.143,11.034,15.937,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT412,BMI - THE DROITWICH SPA HOSPITAL,Total Knee Replacement,EQ VAS,41,59,66,88,88,136,57,-0.076,7.957,5.205,6.802,9.146,7.009,8.262,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT412,BMI - THE DROITWICH SPA HOSPITAL,Hip Replacement Primary,EQ-5D Index,0,57,41,60,77,110,48,-,0.469,0.416,0.453,0.441,0.474,0.513,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT412,BMI - THE DROITWICH SPA HOSPITAL,Hip Replacement Revision,EQ-5D Index,0,0,0,0,0,-,*,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NT412,BMI - THE DROITWICH SPA HOSPITAL,Knee Replacement Primary,EQ-5D Index,0,62,71,94,93,132,57,-,0.322,0.284,0.328,0.38,0.314,0.388,No procedures,Not an outlier,Not an outlier,Not an outlier,Positive outlier (95%),Not an outlier,Not an outlier
NT412,BMI - THE DROITWICH SPA HOSPITAL,Knee Replacement Revision,EQ-5D Index,0,*,*,*,*,4,*,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,No procedures
NT412,BMI - THE DROITWICH SPA HOSPITAL,Total Hip Replacement,EQ-5D Index,59,58,41,60,77,110,48,0.473,0.457,0.398,0.44,0.431,0.457,0.502,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT412,BMI - THE DROITWICH SPA HOSPITAL,Total Knee Replacement,EQ-5D Index,44,62,71,94,93,136,57,0.283,0.323,0.27,0.325,0.377,0.315,0.385,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Positive outlier (95%),Not an outlier,Not an outlier
NT412,BMI - THE DROITWICH SPA HOSPITAL,Hip Replacement Primary,Oxford Hip Score,0,59,44,68,80,122,53,-,22.618,21.44,22.068,22.725,22.96,23.853,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT412,BMI - THE DROITWICH SPA HOSPITAL,Hip Replacement Revision,Oxford Hip Score,0,0,0,0,0,-,*,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NT412,BMI - THE DROITWICH SPA HOSPITAL,Total Hip Replacement,Oxford Hip Score,64,60,44,68,80,122,53,21.53,21.454,20.352,20.92,22.004,22.142,23.613,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT412,BMI - THE DROITWICH SPA HOSPITAL,Knee Replacement Primary,Oxford Knee Score,0,64,79,98,111,149,56,-,16.736,15.108,17.604,16.583,15.911,19.119,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT412,BMI - THE DROITWICH SPA HOSPITAL,Knee Replacement Revision,Oxford Knee Score,0,*,*,*,*,4,*,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,No procedures
NT412,BMI - THE DROITWICH SPA HOSPITAL,Total Knee Replacement,Oxford Knee Score,52,64,79,98,111,153,56,14.341,16.445,14.664,17.429,16.504,15.789,19.15,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
NT413,BMI - THE ESPERANCE HOSPITAL,Hip Replacement Primary,EQ VAS,0,*,*,*,20,52,58,-,-,-,-,-,12.998,10.981,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Not an outlier,Not an outlier
NT413,BMI - THE ESPERANCE HOSPITAL,Knee Replacement Primary,EQ VAS,0,*,0,*,12,44,36,-,-,-,-,-,3.575,4.796,No procedures,Insufficient records,No procedures,Insufficient records,Insufficient records,Not an outlier,Not an outlier
NT413,BMI - THE ESPERANCE HOSPITAL,Knee Replacement Revision,EQ VAS,0,0,0,0,0,-,*,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NT413,BMI - THE ESPERANCE HOSPITAL,Total Hip Replacement,EQ VAS,0,*,*,*,22,54,58,-,-,-,-,-,11.42,9.84,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Not an outlier,Not an outlier
NT413,BMI - THE ESPERANCE HOSPITAL,Total Knee Replacement,EQ VAS,0,*,0,*,12,44,36,-,-,-,-,-,2.969,3.899,No procedures,Insufficient records,No procedures,Insufficient records,Insufficient records,Not an outlier,Not an outlier
NT413,BMI - THE ESPERANCE HOSPITAL,Hip Replacement Primary,EQ-5D Index,0,*,*,*,22,54,61,-,-,-,-,-,0.481,0.505,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Not an outlier,Not an outlier
NT413,BMI - THE ESPERANCE HOSPITAL,Knee Replacement Primary,EQ-5D Index,0,*,0,7,15,47,37,-,-,-,-,-,0.316,0.271,No procedures,Insufficient records,No procedures,Insufficient records,Insufficient records,Not an outlier,Not an outlier
NT413,BMI - THE ESPERANCE HOSPITAL,Knee Replacement Revision,EQ-5D Index,0,0,0,0,0,-,*,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NT413,BMI - THE ESPERANCE HOSPITAL,Total Hip Replacement,EQ-5D Index,0,*,*,*,24,56,61,-,-,-,-,-,0.449,0.478,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Not an outlier,Not an outlier
NT413,BMI - THE ESPERANCE HOSPITAL,Total Knee Replacement,EQ-5D Index,0,*,0,7,15,47,37,-,-,-,-,-,0.31,0.258,No procedures,Insufficient records,No procedures,Insufficient records,Insufficient records,Not an outlier,Negative outlier (95%)
NT413,BMI - THE ESPERANCE HOSPITAL,Hip Replacement Primary,Oxford Hip Score,0,*,*,6,27,53,67,-,-,-,-,-,22.71,23.999,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Not an outlier,Not an outlier
NT413,BMI - THE ESPERANCE HOSPITAL,Total Hip Replacement,Oxford Hip Score,0,*,*,6,29,55,67,-,-,-,-,-,20.915,22.004,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Not an outlier,Not an outlier
NT413,BMI - THE ESPERANCE HOSPITAL,Knee Replacement Primary,Oxford Knee Score,0,*,0,7,17,52,42,-,-,-,-,-,15.22,16.003,No procedures,Insufficient records,No procedures,Insufficient records,Insufficient records,Not an outlier,Not an outlier
NT413,BMI - THE ESPERANCE HOSPITAL,Knee Replacement Revision,Oxford Knee Score,0,0,0,0,0,-,*,-,-,-,-,-,-,-,No procedures,No procedures,No procedures,No procedures,No procedures,No procedures,Insufficient records
NT413,BMI - THE ESPERANCE HOSPITAL,Total Knee Replacement,Oxford Knee Score,0,*,0,7,17,52,42,-,-,-,-,-,14.89,15.659,No procedures,Insufficient records,No procedures,Insufficient records,Insufficient records,Not an outlier,Not an outlier
NT414,BMI - FAWKHAM MANOR HOSPITAL,Hip Replacement Primary,EQ VAS,0,*,6,7,10,15,18,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT414,BMI - FAWKHAM MANOR HOSPITAL,Knee Replacement Primary,EQ VAS,0,8,6,23,18,18,13,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT414,BMI - FAWKHAM MANOR HOSPITAL,Total Hip Replacement,EQ VAS,9,*,6,7,10,15,18,-,-,-,-,-,-,-,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT414,BMI - FAWKHAM MANOR HOSPITAL,Total Knee Replacement,EQ VAS,11,8,6,23,18,18,13,-,-,-,-,-,-,-,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT414,BMI - FAWKHAM MANOR HOSPITAL,Hip Replacement Primary,EQ-5D Index,0,*,6,7,12,18,20,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT414,BMI - FAWKHAM MANOR HOSPITAL,Knee Replacement Primary,EQ-5D Index,0,9,7,27,20,22,15,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT414,BMI - FAWKHAM MANOR HOSPITAL,Total Hip Replacement,EQ-5D Index,9,*,6,7,12,18,20,-,-,-,-,-,-,-,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT414,BMI - FAWKHAM MANOR HOSPITAL,Total Knee Replacement,EQ-5D Index,12,9,7,27,20,22,15,-,-,-,-,-,-,-,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT414,BMI - FAWKHAM MANOR HOSPITAL,Hip Replacement Primary,Oxford Hip Score,0,6,*,6,14,21,21,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT414,BMI - FAWKHAM MANOR HOSPITAL,Total Hip Replacement,Oxford Hip Score,9,6,*,6,14,21,21,-,-,-,-,-,-,-,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT414,BMI - FAWKHAM MANOR HOSPITAL,Knee Replacement Primary,Oxford Knee Score,0,11,9,31,26,24,16,-,-,-,17.512,-,-,-,No procedures,Insufficient records,Insufficient records,Not an outlier,Insufficient records,Insufficient records,Insufficient records
NT414,BMI - FAWKHAM MANOR HOSPITAL,Total Knee Replacement,Oxford Knee Score,12,11,9,31,26,24,16,-,-,-,17.226,-,-,-,Insufficient records,Insufficient records,Insufficient records,Not an outlier,Insufficient records,Insufficient records,Insufficient records
NT416,BMI - HENDON HOSPITAL,Hip Replacement Primary,EQ VAS,0,0,*,*,2,5,*,-,-,-,-,-,-,-,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT416,BMI - HENDON HOSPITAL,Knee Replacement Primary,EQ VAS,0,*,*,*,4,5,8,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT416,BMI - HENDON HOSPITAL,Total Hip Replacement,EQ VAS,0,0,*,*,2,5,*,-,-,-,-,-,-,-,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT416,BMI - HENDON HOSPITAL,Total Knee Replacement,EQ VAS,*,*,*,*,4,5,8,-,-,-,-,-,-,-,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT416,BMI - HENDON HOSPITAL,Hip Replacement Primary,EQ-5D Index,0,0,*,*,2,6,*,-,-,-,-,-,-,-,No procedures,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
NT416,BMI - HENDON HOSPITAL,Knee Replacement Primary,EQ-5D Index,0,*,*,*,6,8,10,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
