Dimension,Value,Procedure,Measure,Pre-Op Q Mean,Pre-Op Q 5%,Pre-Op Q 1st Quartile,Pre-Op Q Median,Pre-Op Q 3rd Quartile,Pre-Op Q 95%,Post-Op Q Mean,Post-Op Q 5%,Post-Op Q 1st Quartile,Post-Op Q Median,Post-Op Q 3rd Quartile,Post-Op Q 95%,Heath Gain Mean,Heath Gain 5%,Heath Gain 1st Quartile,Heath Gain Median,Heath Gain 3rd Quartile,Heath Gain 95%,Improved,Unchanged,Worsened,Total
Index of Multiple Deprivation,05. Less deprived 40-50%,Hip Replacement,Oxford Hip Score,17.737,5,12,17,23,32,40.152,23,36,43,47,48,22.414,4,16,23,30,37,4217,24,92,4333
Index of Multiple Deprivation,05. Less deprived 40-50%,Knee Replacement,EQ VAS,67.651,30,51,70,83,95,75.796,40,70,80,90,97,8.145,-25,-5,5,20,49,2599,474,1289,4362
Index of Multiple Deprivation,05. Less deprived 40-50%,Knee Replacement,EQ-5D Index,0.423,-0.074,0.101,0.587,0.691,0.76,0.759,0.186,0.691,0.796,1,1,0.337,-0.071,0.071,0.309,0.603,0.912,3735,418,381,4534
Index of Multiple Deprivation,05. Less deprived 40-50%,Knee Replacement,Oxford Knee Score,19.152,7,14,19,24,32,36.503,18,31,39,44,47,17.35,1,11,18,24,33,4563,28,212,4803
Index of Multiple Deprivation,06. More deprived 40-50%,Hip Replacement,EQ VAS,63.752,20,50,70,80,95,77.13,40,70,80,90,99,13.378,-21,0,10,29,60,2293,325,802,3420
Index of Multiple Deprivation,06. More deprived 40-50%,Hip Replacement,EQ-5D Index,0.337,-0.074,0.055,0.364,0.62,0.757,0.8,0.309,0.691,0.815,1,1,0.463,0,0.211,0.413,0.741,1.016,3233,188,164,3585
Index of Multiple Deprivation,06. More deprived 40-50%,Hip Replacement,Oxford Hip Score,17.337,5,11,17,23,32,39.548,21,35.25,42,46,48,22.211,5,16,23,30,37,3757,21,84,3862
Index of Multiple Deprivation,06. More deprived 40-50%,Knee Replacement,EQ VAS,66.934,30,50,70,80,95,75.349,40,69,80,90,97,8.415,-25,-5,5,20,49.75,2389,440,1097,3926
Index of Multiple Deprivation,06. More deprived 40-50%,Knee Replacement,EQ-5D Index,0.406,-0.074,0.088,0.587,0.691,0.76,0.752,0.186,0.691,0.779,1,1,0.345,-0.1,0.104,0.309,0.603,0.899,3446,339,325,4110
Index of Multiple Deprivation,06. More deprived 40-50%,Knee Replacement,Oxford Knee Score,18.653,6,13,18,24,32,36.114,17,31,38,44,47,17.46,0,11,18,24,33,4156,40,191,4387
Index of Multiple Deprivation,07. More deprived 30-40%,Hip Replacement,EQ VAS,62.57,20,50,70,80,95,76.728,40,70,80,90,100,14.158,-20,0,10,30,60,1853,277,616,2746
Index of Multiple Deprivation,07. More deprived 30-40%,Hip Replacement,EQ-5D Index,0.314,-0.074,-0.003,0.228,0.62,0.727,0.773,0.148,0.691,0.814,1,1,0.458,-0.036,0.204,0.413,0.741,1.003,2593,150,166,2909
Index of Multiple Deprivation,07. More deprived 30-40%,Hip Replacement,Oxford Hip Score,16.989,5,11,16,22,32,39.116,20,35,42,46,48,22.128,4,16,23,29,37,3045,7,91,3143
Index of Multiple Deprivation,07. More deprived 30-40%,Knee Replacement,EQ VAS,65.691,25,50,70,80,95,73.498,35,64,80,90,95,7.807,-30,-5,5,20,50,1966,434,1042,3442
Index of Multiple Deprivation,07. More deprived 30-40%,Knee Replacement,EQ-5D Index,0.39,-0.074,0.088,0.516,0.691,0.76,0.733,0.088,0.639,0.76,1,1,0.342,-0.104,0.071,0.309,0.636,0.87,2917,338,342,3597
Index of Multiple Deprivation,07. More deprived 30-40%,Knee Replacement,Oxford Knee Score,18.238,7,13,18,23,31,35.02,15,29,37,43,47,16.783,-1,10,18,24,32,3594,42,208,3844
Index of Multiple Deprivation,08. More deprived 20-30%,Hip Replacement,EQ VAS,61.714,20,49.75,65,80,95,75.42,35.35,68,80,90,100,13.706,-25,0,10,30,60,1562,204,542,2308
Index of Multiple Deprivation,08. More deprived 20-30%,Hip Replacement,EQ-5D Index,0.289,-0.155,-0.003,0.159,0.587,0.725,0.769,0.088,0.656,0.812,1,1,0.48,-0.035,0.217,0.461,0.772,1.016,2143,142,130,2415
Index of Multiple Deprivation,08. More deprived 20-30%,Hip Replacement,Oxford Hip Score,16.258,5,10,16,21,31,38.669,18,34,42,46,48,22.411,3,16,23,30,38,2545,21,67,2633
Index of Multiple Deprivation,08. More deprived 20-30%,Knee Replacement,EQ VAS,64.301,25,50,70,80,94.3,71.881,31,60,75,85,95,7.58,-30,-5,5,20,50,1666,330,859,2855
Index of Multiple Deprivation,08. More deprived 20-30%,Knee Replacement,EQ-5D Index,0.353,-0.097,0.055,0.364,0.691,0.727,0.697,0.053,0.62,0.727,0.883,1,0.344,-0.104,0.071,0.309,0.635,0.875,2442,282,295,3019
Index of Multiple Deprivation,08. More deprived 20-30%,Knee Replacement,Oxford Knee Score,17.4,6,12,17,22,31,34.03,14,28,36,42,47,16.63,-1,10,17,24,32,3008,44,176,3228
Index of Multiple Deprivation,09. More deprived 10-20%,Hip Replacement,EQ VAS,60.925,20,49,65,80,90.25,73.739,30,60,80,90,100,12.814,-30,0,10,30,60,1151,185,440,1776
Index of Multiple Deprivation,09. More deprived 10-20%,Hip Replacement,EQ-5D Index,0.268,-0.184,-0.016,0.159,0.587,0.691,0.733,0.082,0.62,0.796,1,1,0.465,-0.036,0.182,0.461,0.759,1.016,1665,115,112,1892
Index of Multiple Deprivation,09. More deprived 10-20%,Hip Replacement,Oxford Hip Score,15.702,4,9,15,21,31,37.276,17,32,40,45,48,21.574,2,15,23,30,38,1971,11,71,2053
Index of Multiple Deprivation,09. More deprived 10-20%,Knee Replacement,EQ VAS,63.406,20,50,70,80,95,71.018,30.2,60,75,85,95,7.612,-30,-5,5,20,50,1450,301,794,2545
Index of Multiple Deprivation,09. More deprived 10-20%,Knee Replacement,EQ-5D Index,0.349,-0.077,0.055,0.364,0.691,0.727,0.684,0.03,0.587,0.725,0.848,1,0.335,-0.106,0.069,0.309,0.603,0.872,2189,230,281,2700
Index of Multiple Deprivation,09. More deprived 10-20%,Knee Replacement,Oxford Knee Score,16.964,6,11,16,22,30,33.27,13,26,35,42,47,16.307,-1.55,9,17,24,33,2670,25,175,2870
Index of Multiple Deprivation,10. Most deprived 10%,Hip Replacement,EQ VAS,58.224,15,40,60,80,90,69.98,30,60,75,90,98,11.756,-30.6,-5,10,30,60,917,135,383,1435
Index of Multiple Deprivation,10. Most deprived 10%,Hip Replacement,EQ-5D Index,0.236,-0.225,-0.016,0.088,0.587,0.691,0.698,-0.013,0.587,0.743,1,1,0.462,-0.071,0.174,0.499,0.743,1.016,1308,101,97,1506
Index of Multiple Deprivation,10. Most deprived 10%,Hip Replacement,Oxford Hip Score,15.141,4,9,14,20,29,35.795,14,29,38,44,48,20.654,1,13,21,29,38,1582,12,67,1661
Index of Multiple Deprivation,10. Most deprived 10%,Knee Replacement,EQ VAS,62.553,20,50,67,80,95,69.603,30,55,75,85,95,7.05,-30,-5,5,20,50,1195,217,681,2093
Index of Multiple Deprivation,10. Most deprived 10%,Knee Replacement,EQ-5D Index,0.306,-0.181,0.055,0.159,0.62,0.727,0.651,-0.016,0.587,0.691,0.796,1,0.346,-0.11,0.069,0.309,0.636,0.912,1743,220,256,2219
Index of Multiple Deprivation,10. Most deprived 10%,Knee Replacement,Oxford Knee Score,16.195,5,11,15,21,29,31.927,12,24,33,41,47,15.732,-2,8,16,23,33,2189,34,142,2365
Index of Multiple Deprivation,Unknown IMD,Hip Replacement,EQ VAS,63.625,23.5,50,70,80,92,77.118,40,70,80,90,100,13.493,-30,0,10,27,57,250,28,77,355
Index of Multiple Deprivation,Unknown IMD,Hip Replacement,EQ-5D Index,0.344,-0.074,0.055,0.516,0.62,0.727,0.765,0.082,0.689,0.796,1,1,0.422,-0.025,0.14,0.413,0.694,1.016,314,35,20,369
Index of Multiple Deprivation,Unknown IMD,Hip Replacement,Oxford Hip Score,17.371,5.5,11,16,22,31.5,38.831,21.5,34,42,46,48,21.46,3,15,22,29,37,377,2,12,391
Index of Multiple Deprivation,Unknown IMD,Knee Replacement,EQ VAS,69.478,30,60,74,85,95,75.842,40,70,80,90,95,6.364,-24.4,-5,5,15,45,219,49,125,393
Index of Multiple Deprivation,Unknown IMD,Knee Replacement,EQ-5D Index,0.419,-0.016,0.159,0.587,0.691,0.76,0.735,0.053,0.656,0.796,1,1,0.316,-0.133,0.036,0.309,0.636,0.87,305,45,49,399
Index of Multiple Deprivation,Unknown IMD,Knee Replacement,Oxford Knee Score,19.002,7,14,19,24,31,36.309,17,31,38,44,47,17.306,0,10,18,25,33,396,4,21,421
