iter	RMSE
359	7.500867973
360	7.500402892
361	7.499869541
362	7.499451514
363	7.499059081
364	7.498575108
365	7.498146228
366	7.497502015
367	7.497058064
368	7.496509613
369	7.495783352
370	7.495187883
371	7.494500136
372	7.494087771
373	7.493465287
374	7.492976771
375	7.49253309
376	7.491826714
377	7.491128967
378	7.490773959
379	7.490252364
380	7.489617032
381	7.489209528
382	7.488610581
383	7.488093871
384	7.487490451
385	7.487121283
386	7.486681549
387	7.485907157
388	7.485518809
389	7.48494178
390	7.484523602
391	7.483943592
392	7.48350782
393	7.483071691
394	7.482776353
395	7.482369176
396	7.481772846
397	7.481235211
398	7.480638793
399	7.480168443
400	7.479601743
401	7.479178247
402	7.478562231
403	7.47818927
404	7.477875538
405	7.477168107
406	7.476633385
407	7.47610212
408	7.475558605
409	7.47529022
410	7.474780459
411	7.47420332
412	7.473619656
413	7.472771725
414	7.472368332
415	7.472152264
416	7.471846322
417	7.471315923
418	7.470673032
419	7.470160303
420	7.469727694
421	7.469149939
422	7.468749633
423	7.468277098
424	7.467918753
425	7.467552948
426	7.467073596
427	7.466471353
428	7.465952384
429	7.465727507
430	7.465142749
431	7.46486704
432	7.46437946
433	7.464053119
434	7.463702682
435	7.463382138
436	7.462889594
437	7.462557691
438	7.462078558
439	7.461490484
440	7.461114226
441	7.460650864
442	7.460203463
443	7.459668132
444	7.459175734
445	7.458825432
446	7.458222648
447	7.457777298
448	7.457297325
449	7.457003512
450	7.456546244
451	7.456214384
452	7.455789948
453	7.455363877
454	7.454772782
455	7.454114039
456	7.453575558
457	7.452872074
458	7.45232282
459	7.451914618
460	7.451434613
461	7.450807201
462	7.450511136
463	7.45003501
464	7.449595211
465	7.448924362
466	7.448695953
467	7.447996363
468	7.447337153
469	7.446835866
470	7.446328618
471	7.445829457
472	7.445343262
473	7.444730128
474	7.444306649
475	7.444072534
476	7.443750367
477	7.443152216
478	7.442525159
479	7.442218668
480	7.441717227
481	7.441439962
482	7.441056731
483	7.440620055
484	7.440136607
485	7.439671217
486	7.439275472
487	7.438887607
488	7.438457206
489	7.437950443
490	7.437467266
491	7.437145149
492	7.436604775
493	7.436294494
494	7.435904798
495	7.435591079
496	7.435123257
497	7.434770293
498	7.434120396
499	7.433586511
500	7.433052483
501	7.432738975
502	7.432386212
503	7.432045872
504	7.43156982
505	7.431250793
506	7.43103372
507	7.430494148
508	7.430208959
509	7.4297802
510	7.429149837
511	7.428786191
512	7.428447147
513	7.428068484
514	7.427678186
515	7.427176555
516	7.426519215
517	7.426088485
518	7.425357705
519	7.424826077
520	7.424534046
521	7.423908633
522	7.423459654
523	7.422847354
524	7.422370311
525	7.422010626
526	7.421581586
527	7.42113472
528	7.420457956
529	7.420058413
530	7.419550376
531	7.419164475
532	7.418655076
533	7.41825405
534	7.417916481
535	7.417456613
536	7.417047041
537	7.416671251
538	7.416286211
539	7.415829615
540	7.415546056
541	7.415025106
542	7.41447731
543	7.414246604
544	7.413782355
545	7.413367652
546	7.412996793
547	7.41252607
548	7.412044174
549	7.411659078
550	7.410975974
551	7.410519577
552	7.410172695
553	7.40939475
554	7.408965329
555	7.408465118
556	7.408135378
557	7.40779184
558	7.407450113
559	7.406993199
560	7.406470004
561	7.405882002
562	7.405518148
563	7.405029136
564	7.404707686
565	7.404283606
566	7.404007733
567	7.403582671
568	7.402953093
569	7.402451382
570	7.401986993
571	7.401575322
572	7.401306605
573	7.400796839
574	7.400295071
575	7.3999065
576	7.399337743
577	7.398689778
578	7.398162874
579	7.397541095
580	7.397166893
581	7.396835764
582	7.396291033
583	7.39590888
584	7.395529285
585	7.395093088
586	7.394388295
587	7.394090976
588	7.393573196
589	7.393302023
590	7.392836584
591	7.392345427
592	7.391935618
593	7.391719427
594	7.391199457
595	7.390764933
596	7.390225855
597	7.389889477
598	7.389577658
599	7.389008235
600	7.388628545
601	7.388179162
602	7.387451492
603	7.387199573
604	7.38694545
605	7.386426094
606	7.385867454
607	7.385471633
608	7.385091576
609	7.384659825
610	7.384167885
611	7.383804596
612	7.383526806
613	7.382879398
614	7.382583147
615	7.382136932
616	7.381788801
617	7.381317054
618	7.380930964
619	7.380571966
620	7.380177753
621	7.379883798
622	7.379577451
623	7.379163851
624	7.378908103
625	7.378466847
626	7.378162177
627	7.377854965
628	7.377423286
629	7.377153964
630	7.37676019
631	7.376437424
632	7.376097488
633	7.375450749
634	7.374960596
635	7.374397213
636	7.374092775
637	7.373709814
638	7.373283481
639	7.373021474
640	7.372743801
641	7.372351802
642	7.372105377
643	7.37157598
644	7.371333601
645	7.370859829
646	7.37044627
647	7.369954408
648	7.369598481
649	7.369324676
9	7.304624595
